instance,time0[s],time1[s],time2[s],time3[s],time4[s],time5[s],time6[s],time7[s],time8[s],time9[s]
exhsearch_s11_d1_num1,0.00047260000002324887,0.0004181000000187396,0.00037860000000478067,0.00039799999998990643,0.0003719000000046435,0.00036719999999945685,0.00036639999999010797,0.0003631000000154927,0.00036540000002105444,0.0003630000000214295
exhsearch_s11_d1_num10,0.0005553999999960979,0.0004671000000087133,0.0004086000000143031,0.00039989999999079373,0.000396899999998368,0.00039899999998738167,0.0003956999999843447,0.0003958000000068296,0.0003925999999978558,0.0003925000000037926
exhsearch_s11_d1_num2,0.00047460000001819935,0.00038639999999645624,0.0003758000000004813,0.00037180000001058033,0.00037480000000300606,0.0003743999999983316,0.00036969999999314496,0.0003700000000037562,0.000370599999996557,0.0003687999999897329
exhsearch_s11_d1_num3,0.0004154000000085034,0.0003578000000175052,0.0003527000000076441,0.00034869999998932144,0.00034799999997403575,0.00034480000002190536,0.0003437999999960084,0.00034669999999437096,0.0003466000000003078,0.0003450999999756732
exhsearch_s11_d1_num4,0.00036800000000880573,0.0003163000000085958,0.00035830000001624285,0.00031679999997891173,0.00030590000000074724,0.0003060999999888736,0.00030710000001477056,0.00030509999999139836,0.0003030999999964479,0.0003018000000167831
exhsearch_s11_d1_num5,0.0003323000000250431,0.00027719999999931133,0.00027210000001787193,0.00026700000000801083,0.00026550000001179797,0.00031150000000934597,0.0002722999999775766,0.0002682999999876756,0.00026500000001306034,0.0002659999999821139
exhsearch_s11_d1_num6,0.00037159999999403226,0.0003117999999915355,0.0003106999999999971,0.0003232999999909225,0.0003056000000185577,0.0003035000000011223,0.00030330000001299595,0.0003303000000016709,0.00030530000000794644,0.0012121999999976651
exhsearch_s11_d1_num7,0.00044270000000778964,0.00039280000001440385,0.0003834999999980937,0.00042909999999096726,0.0003829999999993561,0.00038010000000099353,0.00039780000000178006,0.0004166999999881682,0.00038129999998659514,0.0003777000000013686
exhsearch_s11_d1_num8,0.00038200000000188084,0.0003413000000023203,0.0003331000000059703,0.0003254000000083579,0.00032439999998246094,0.00035090000000082,0.0003289999999935844,0.0003586999999924956,0.0003298000000029333,0.00032430000001681947
exhsearch_s11_d1_num9,0.00045470000000591426,0.00038390000000276814,0.0003823000000124921,0.0003782999999941694,0.00037480000000300606,0.00039219999999318134,0.00039789999999584325,0.000377200000002631,0.00037240000000338114,0.0003766000000098302
exhsearch_s11_d2_num1,0.005650399999979072,0.00522480000000769,0.005232500000005302,0.005180600000016966,0.005249199999980192,0.005137899999994033,0.00525419999999599,0.005171899999993457,0.005301300000013498,0.005161600000008093
exhsearch_s11_d2_num10,0.0006285000000048058,0.0005617999999856238,0.000558900000015683,0.0005534999999952106,0.0005811999999991713,0.0005596999999966101,0.0005560999999829619,0.0005666999999789368,0.0005564999999876363,0.0005491999999946984
exhsearch_s11_d2_num2,0.005022100000019236,0.0049194999999997435,0.005072399999988875,0.004993300000023737,0.0049590000000137024,0.0049046999999973195,0.0050313000000130614,0.004939200000023902,0.004970600000007153,0.004948500000011791
